"ViolationID","ViolationCode","ViolationCodeDescription","ViolationDate","ComplianceStatus","ViolationLocation","CaseNumber","LocationID","CaseType","CaseLocation","AddedDate","LastUpdatedDate","Resolution","ResolutionDate","Priority","StNum","StDir","StName","StSuffix","ZIP","x","y","CensusTract","CouncilDistrict","CondoUnit","UnitNumber","Ward"
,/Date(1139312123000)/,/Date(1146231720000)/,CLOSED,/Date(1161079394000)/,HAZARD, 04100, ,LONGSHORE,AVE,19135-2118,2713392,262808,325,06,0000000,0000000,55,,,,,,,,,,,,,,,,,,,,,,,,,,
,/Date(1139312123000)/,/Date(1146231720000)/,CLOSED,/Date(1161079394000)/,HAZARD, 04100, ,LONGSHORE,AVE,19135-2118,2713392,262808,325,06,0000000,0000000,55,,,,,,,,,,,,,,,,,,,,,,,,,,
,/Date(1139312123000)/,/Date(1146231720000)/,CLOSED,/Date(1161079394000)/,HAZARD, 04100, ,LONGSHORE,AVE,19135-2118,2713392,262808,325,06,0000000,0000000,55,,,,,,,,,,,,,,,,,,,,,,,,,,
,/Date(1139312123000)/,/Date(1146231720000)/,CLOSED,/Date(1161079394000)/,HAZARD, 04100, ,LONGSHORE,AVE,19135-2118,2713392,262808,325,06,0000000,0000000,55,,,,,,,,,,,,,,,,,,,,,,,,,,
,/Date(1159992829000)/,/Date(1303222140000)/,CLOSED,/Date(1303222237000)/,HAZARD, 03453,N,03RD,ST,19140-5722,2701094,254982,195,07,0000000,0000000,19,,,,,,,,,,,,,,,,,,,,,,,,,,
,/Date(1159992829000)/,/Date(1303222140000)/,CLOSED,/Date(1303222237000)/,HAZARD, 03453,N,03RD,ST,19140-5722,2701094,254982,195,07,0000000,0000000,19,,,,,,,,,,,,,,,,,,,,,,,,,,
,/Date(1159992829000)/,/Date(1303222140000)/,CLOSED,/Date(1303222237000)/,HAZARD, 03453,N,03RD,ST,19140-5722,2701094,254982,195,07,0000000,0000000,19,,,,,,,,,,,,,,,,,,,,,,,,,,
,/Date(1434040882000)/,/Date(1438001520000)/,CLEAN AND SEAL,/Date(1438174495000)/,NON HAZARDOUS, 05219, ,CASTOR,AVE,19124-1703,2713993,264478,302,07,0000000,0000000,23,,,,,,,,,,,,,,,,,,,,,,,,,,
,/Date(1154721280000)/,/Date(1211991240000)/,CLOSED,/Date(1212336973000)/,NON HAZARDOUS, 05330, ,TURNER,ST,19131-3326,2674685,246424,119,04,0000000,0000000,52,,,,,,,,,,,,,,,,,,,,,,,,,,
,/Date(1154721280000)/,/Date(1211991240000)/,CLOSED,/Date(1212336973000)/,NON HAZARDOUS, 05330, ,TURNER,ST,19131-3326,2674685,246424,119,04,0000000,0000000,52,,,,,,,,,,,,,,,,,,,,,,,,,,
,/Date(1434040882000)/,/Date(1438001520000)/,CLEAN AND SEAL,/Date(1438174495000)/,NON HAZARDOUS, 05219, ,CASTOR,AVE,19124-1703,2713993,264478,302,07,0000000,0000000,23,,,,,,,,,,,,,,,,,,,,,,,,,,
,/Date(1139312123000)/,/Date(1146231720000)/,CLOSED,/Date(1161079394000)/,HAZARD, 04100, ,LONGSHORE,AVE,19135-2118,2713392,262808,325,06,0000000,0000000,55,,,,,,,,,,,,,,,,,,,,,,,,,,
,/Date(1407256436000)/,/Date(1408060800000)/,CLOSED,/Date(1408355065000)/,NON HAZARDOUS, 05120, ,MARKET,ST,19139-3422,2676581,238272,085,03,0000000,0000000,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,/Date(1407256436000)/,/Date(1408060800000)/,CLOSED,/Date(1408355065000)/,NON HAZARDOUS, 05120, ,MARKET,ST,19139-3422,2676581,238272,085,03,0000000,0000000,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,/Date(1298624174000)/,/Date(1301586780000)/,CLOSED,/Date(1301586928000)/,NON HAZARDOUS, 02727, ,RHAWN,ST,19152-3416,2725862,274848,333,06,0000000,0000000,64,,,,,,,,,,,,,,,,,,,,,,,,,,
